,DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
4003,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Magnesium,,Dissolved,1.55,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
4004,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Nitrate,as N,"Filtered, lab",0.02,mg/L,Actual,,,mg/L,,Preliminary,,7315.0,ENV/CANADA,,,,,ECCCLabs,
4005,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Organic carbon,,Total,13.1,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
4006,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Potassium,,Dissolved,0.83,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
4007,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Sulfate,,Dissolved,2.9,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
4008,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.14,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
4009,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0087,"RANKIN BROOK, NORTH BRANCH",46.8114,-65.075,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,"Total Phosphorus, mixed forms",as P,Unfiltered,0.02,mg/L,Actual,,,mg/L,,Preliminary,,15413.0,ENV/CANADA,,,,,ECCCLabs,
4010,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Apparent color,,,127.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
4011,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Calcium,,Dissolved,8.0,mg/L,Actual,,,mg/L,,Preliminary,,20110.0,ENV/CANADA,,,,,ECCCLabs,
4012,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Chloride,,Dissolved,2.85,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
4013,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Gran acid neutralizing capacity,,,20.85,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
4014,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Magnesium,,Dissolved,1.02,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
4015,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Nitrate,as N,"Filtered, lab",0.04,mg/L,Actual,,,mg/L,,Preliminary,,7315.0,ENV/CANADA,,,,,ECCCLabs,
4016,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Organic carbon,,Total,12.4,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
4017,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Potassium,,Dissolved,0.53,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
4018,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Sulfate,,Dissolved,1.92,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
4019,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.18,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
4020,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NB01BR0112,TWEEDIE BROOK NEAR HIGHWAY BRIDGE AT TWEEDIE BROOK,46.7822,-65.1347,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,"Total Phosphorus, mixed forms",as P,Unfiltered,0.023,mg/L,Actual,,,mg/L,,Preliminary,,15413.0,ENV/CANADA,,,,,ECCCLabs,
4021,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Aluminum,,Extractable,205.0,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
4022,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Apparent color,,,7.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
4023,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Calcium,,Dissolved,29.6,mg/L,Actual,,,mg/L,,Preliminary,,20110.0,ENV/CANADA,,,,,ECCCLabs,
4024,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Chloride,,Dissolved,87.8,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
4025,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Copper,,Extractable,1.71,ug/L,Actual,,,ug/L,,Preliminary,,110697.0,ENV/CANADA,,,,,ECCCLabs,
4026,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Gran acid neutralizing capacity,,,63.8,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
4027,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Inorganic carbon,,Total,15.3,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
4028,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Iron,,Extractable,0.6,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
4029,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Lead,,Extractable,0.7,ug/L,Actual,,,ug/L,,Preliminary,,110698.0,ENV/CANADA,,,,,ECCCLabs,
4030,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Magnesium,,Dissolved,4.5,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
4031,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Manganese,,Extractable,306.0,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
4032,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Organic carbon,,Total,1.9,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
4033,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,pH,,,7.75,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
4034,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Potassium,,Dissolved,1.43,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
4035,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Sodium,,Dissolved,48.3,mg/L,Actual,,,mg/L,,Preliminary,,11103.0,ENV/CANADA,,,,,ECCCLabs,
4036,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Specific conductance,,,436.0,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
4037,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Sulfate,,Dissolved,8.68,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
4038,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.15,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
4039,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,"Total Phosphorus, mixed forms",as P,Unfiltered,0.016,mg/L,Actual,,,mg/L,,Preliminary,,15413.0,ENV/CANADA,,,,,ECCCLabs,
4040,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FC0019,PRESQU'ÎLE POND,46.6897,-60.9583,NAD83,,,,,Lake/Pond,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Zinc,,Extractable,2.59,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
4041,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FD0015,LAKE OF ISLANDS CAPE BRETON HIGHLANDS NATIONAL PARK OF CANADA,46.7481,-60.5244,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Aluminum,,Extractable,368.0,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
4042,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01FD0015,LAKE OF ISLANDS CAPE BRETON HIGHLANDS NATIONAL PARK OF CANADA,46.7481,-60.5244,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-10-11,12:00:00,,,,,,Apparent color,,,119.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
