,index,regionid,regionname,sizerank,tier,date,income,zri,percentincomespentonrent,state
1370,1370,395057,"San Francisco, CA",11,Middle Tier,2011-06-30,73274.26,1943,0.3182017805433995,CA
1371,1371,395057,"San Francisco, CA",11,Middle Tier,2011-09-30,73488.37,1943,0.3172746925806083,CA
1372,1372,395057,"San Francisco, CA",11,Middle Tier,2011-12-31,73398.19,1980,0.3237137046567497,CA
1373,1373,395057,"San Francisco, CA",11,Middle Tier,2012-03-31,73933.42,2015,0.3270510142774404,CA
1374,1374,395057,"San Francisco, CA",11,Middle Tier,2012-06-30,74498.23,2054,0.3308534981300898,CA
1375,1375,395057,"San Francisco, CA",11,Middle Tier,2012-09-30,75698.09,2043,0.323865503079404,CA
1376,1376,395057,"San Francisco, CA",11,Middle Tier,2012-12-31,77901.66,2038,0.3139342601941987,CA
1377,1377,395057,"San Francisco, CA",11,Middle Tier,2013-03-31,78489.5,2081,0.3181572057408953,CA
1378,1378,395057,"San Francisco, CA",11,Middle Tier,2013-06-30,79253.75,2130,0.322508398656215,CA
1379,1379,395057,"San Francisco, CA",11,Middle Tier,2013-09-30,78978.38,2143,0.3256080967981363,CA
1380,1380,395057,"San Francisco, CA",11,Middle Tier,2013-12-31,80302.02,2197,0.3283105456126757,CA
1381,1381,395057,"San Francisco, CA",11,Middle Tier,2014-03-31,81621.14,2291,0.3368245040439278,CA
1382,1382,395057,"San Francisco, CA",11,Middle Tier,2014-06-30,83153.22,2352,0.3394216122959519,CA
1383,1383,395057,"San Francisco, CA",11,Middle Tier,2014-09-30,84606.34,2454,0.3480590225271534,CA
1384,1384,395057,"San Francisco, CA",11,Middle Tier,2014-12-31,85775.75,2568,0.3592623789357714,CA
1385,1385,395057,"San Francisco, CA",11,Middle Tier,2015-03-31,86886.2,2657,0.3669627627862653,CA
1386,1386,395057,"San Francisco, CA",11,Middle Tier,2015-06-30,88076.23,2764,0.3765828759927622,CA
1387,1387,395057,"San Francisco, CA",11,Middle Tier,2015-09-30,89114.42,2910,0.3918557737344865,CA
1388,1388,395057,"San Francisco, CA",11,Middle Tier,2015-12-31,89995.6,2967,0.3956193413900234,CA
1389,1389,395057,"San Francisco, CA",11,Middle Tier,2016-03-31,90657.6348910975,3014,0.3989515063286927,CA
1390,1390,395057,"San Francisco, CA",11,Middle Tier,2016-06-30,91319.6697821951,3019,0.3967162834294819,CA
1391,1391,394532,"Detroit, MI",12,Middle Tier,2010-12-31,48684.12,1151,0.2837064734866317,MI
1392,1392,394532,"Detroit, MI",12,Middle Tier,2011-03-31,48955.58,1149,0.2816430731695958,MI
1393,1393,394532,"Detroit, MI",12,Middle Tier,2011-06-30,48947.05,1166,0.2858599241425172,MI
1394,1394,394532,"Detroit, MI",12,Middle Tier,2011-09-30,49240.0,1173,0.2858651502843217,MI
1395,1395,394532,"Detroit, MI",12,Middle Tier,2011-12-31,49491.32,1170,0.2836861089985072,MI
1396,1396,394532,"Detroit, MI",12,Middle Tier,2012-03-31,49907.71,1167,0.2805979276548653,MI
1397,1397,394532,"Detroit, MI",12,Middle Tier,2012-06-30,50154.31,1182,0.2828072004180698,MI
1398,1398,394532,"Detroit, MI",12,Middle Tier,2012-09-30,50366.22,1184,0.282093831937358,MI
1399,1399,394532,"Detroit, MI",12,Middle Tier,2012-12-31,51083.17,1192,0.2800139458847209,MI
1400,1400,394532,"Detroit, MI",12,Middle Tier,2013-03-31,51362.49,1202,0.2808275066103687,MI
1401,1401,394532,"Detroit, MI",12,Middle Tier,2013-06-30,51660.62,1197,0.2780454435119052,MI
1402,1402,394532,"Detroit, MI",12,Middle Tier,2013-09-30,51451.69,1223,0.2852384440627703,MI
1403,1403,394532,"Detroit, MI",12,Middle Tier,2013-12-31,51696.17,1231,0.2857465069462593,MI
1404,1404,394532,"Detroit, MI",12,Middle Tier,2014-03-31,52061.83,1224,0.2821260797017699,MI
1405,1405,394532,"Detroit, MI",12,Middle Tier,2014-06-30,52505.43,1212,0.2769999217223818,MI
1406,1406,394532,"Detroit, MI",12,Middle Tier,2014-09-30,52907.13,1214,0.275350411182765,MI
1407,1407,394532,"Detroit, MI",12,Middle Tier,2014-12-31,53119.81,1235,0.2789919617558873,MI
1408,1408,394532,"Detroit, MI",12,Middle Tier,2015-03-31,53273.3,1255,0.2826932065406122,MI
1409,1409,394532,"Detroit, MI",12,Middle Tier,2015-06-30,53428.37,1265,0.2841187182015846,MI
1410,1410,394532,"Detroit, MI",12,Middle Tier,2015-09-30,53670.59,1273,0.2846251550430133,MI
1411,1411,394532,"Detroit, MI",12,Middle Tier,2015-12-31,54140.82,1263,0.2799366540809688,MI
1412,1412,394532,"Detroit, MI",12,Middle Tier,2016-03-31,54534.7536463176,1286,0.2829755150281499,MI
1413,1413,394532,"Detroit, MI",12,Middle Tier,2016-06-30,54928.6872926351,1299,0.2837861374140294,MI
1414,1414,395025,"Riverside, CA",13,Middle Tier,2010-12-31,52771.27,1515,0.3445056372529977,CA
1415,1415,395025,"Riverside, CA",13,Middle Tier,2011-03-31,52723.84,1509,0.3434499459826902,CA
1416,1416,395025,"Riverside, CA",13,Middle Tier,2011-06-30,52625.29,1494,0.3406727069817572,CA
1417,1417,395025,"Riverside, CA",13,Middle Tier,2011-09-30,52433.26,1457,0.333452468910001,CA
1418,1418,395025,"Riverside, CA",13,Middle Tier,2011-12-31,51926.89,1431,0.3306957146865525,CA
1419,1419,395025,"Riverside, CA",13,Middle Tier,2012-03-31,51883.92,1406,0.3251874569230698,CA
1420,1420,395025,"Riverside, CA",13,Middle Tier,2012-06-30,51847.6,1390,0.3217120946774778,CA
1421,1421,395025,"Riverside, CA",13,Middle Tier,2012-09-30,52239.71,1386,0.3183784902328133,CA
1422,1422,395025,"Riverside, CA",13,Middle Tier,2012-12-31,53305.64,1385,0.3117868953454081,CA
1423,1423,395025,"Riverside, CA",13,Middle Tier,2013-03-31,53270.63,1408,0.3171728962094122,CA
1424,1424,395025,"Riverside, CA",13,Middle Tier,2013-06-30,53357.53,1429,0.3213791942767965,CA
1425,1425,395025,"Riverside, CA",13,Middle Tier,2013-09-30,52767.85,1444,0.3283817703393259,CA
1426,1426,395025,"Riverside, CA",13,Middle Tier,2013-12-31,53270.05,1468,0.33069238718567,CA
1427,1427,395025,"Riverside, CA",13,Middle Tier,2014-03-31,53793.96,1457,0.3250179016380277,CA
1428,1428,395025,"Riverside, CA",13,Middle Tier,2014-06-30,54431.61,1446,0.3187853528491992,CA
1429,1429,395025,"Riverside, CA",13,Middle Tier,2014-09-30,54982.3,1505,0.3284693437706316,CA
1430,1430,395025,"Riverside, CA",13,Middle Tier,2014-12-31,55316.24,1530,0.3319097610394343,CA
1431,1431,395025,"Riverside, CA",13,Middle Tier,2015-03-31,55635.19,1531,0.3302226522458178,CA
1432,1432,395025,"Riverside, CA",13,Middle Tier,2015-06-30,55987.47,1531,0.3281448509818357,CA
1433,1433,395025,"Riverside, CA",13,Middle Tier,2015-09-30,56262.37,1548,0.3301673925218578,CA
1434,1434,395025,"Riverside, CA",13,Middle Tier,2015-12-31,56462.83,1541,0.3275074947536281,CA
1435,1435,395025,"Riverside, CA",13,Middle Tier,2016-03-31,56878.1876787099,1574,0.3320780912833123,CA
1436,1436,395025,"Riverside, CA",13,Middle Tier,2016-06-30,57293.5453574199,1606,0.3363729697607925,CA
1437,1437,394976,"Phoenix, AZ",14,Middle Tier,2010-12-31,50691.66,991,0.2345948031688052,AZ
1438,1438,394976,"Phoenix, AZ",14,Middle Tier,2011-03-31,50700.75,978,0.231475865741631,AZ
1439,1439,394976,"Phoenix, AZ",14,Middle Tier,2011-06-30,50583.65,963,0.2284532650372205,AZ
1440,1440,394976,"Phoenix, AZ",14,Middle Tier,2011-09-30,50584.29,945,0.2241802741523109,AZ
1441,1441,394976,"Phoenix, AZ",14,Middle Tier,2011-12-31,50532.33,938,0.2227484859692794,AZ
1442,1442,394976,"Phoenix, AZ",14,Middle Tier,2012-03-31,50661.47,940,0.2226544156732917,AZ
1443,1443,394976,"Phoenix, AZ",14,Middle Tier,2012-06-30,50850.66,934,0.2204101185707324,AZ
1444,1444,394976,"Phoenix, AZ",14,Middle Tier,2012-09-30,51086.45,935,0.2196277095002687,AZ
1445,1445,394976,"Phoenix, AZ",14,Middle Tier,2012-12-31,51753.75,950,0.2202738931961452,AZ
1446,1446,394976,"Phoenix, AZ",14,Middle Tier,2013-03-31,51900.87,951,0.219880707202018,AZ
1447,1447,394976,"Phoenix, AZ",14,Middle Tier,2013-06-30,52264.76,964,0.2213346048082876,AZ
1448,1448,394976,"Phoenix, AZ",14,Middle Tier,2013-09-30,52177.12,976,0.2244662028107338,AZ
1449,1449,394976,"Phoenix, AZ",14,Middle Tier,2013-12-31,52417.97,985,0.2254951880051822,AZ
1450,1450,394976,"Phoenix, AZ",14,Middle Tier,2014-03-31,52815.92,988,0.2244777710962907,AZ
1451,1451,394976,"Phoenix, AZ",14,Middle Tier,2014-06-30,53252.49,978,0.2203840609143347,AZ
1452,1452,394976,"Phoenix, AZ",14,Middle Tier,2014-09-30,53876.03,1006,0.2240699620963163,AZ
1453,1453,394976,"Phoenix, AZ",14,Middle Tier,2014-12-31,54401.2,1032,0.2276420373080005,AZ
1454,1454,394976,"Phoenix, AZ",14,Middle Tier,2015-03-31,54877.27,1049,0.2293845885555167,AZ
1455,1455,394976,"Phoenix, AZ",14,Middle Tier,2015-06-30,55392.25,1073,0.2324512905686264,AZ
1456,1456,394976,"Phoenix, AZ",14,Middle Tier,2015-09-30,55776.46,1092,0.234937821439367,AZ
1457,1457,394976,"Phoenix, AZ",14,Middle Tier,2015-12-31,56141.86,1090,0.2329812371731182,AZ
1458,1458,394976,"Phoenix, AZ",14,Middle Tier,2016-03-31,56536.2189834029,1126,0.2389972347455117,AZ
1459,1459,394976,"Phoenix, AZ",14,Middle Tier,2016-06-30,56930.5779668057,1161,0.2447191034688472,AZ
1460,1460,395078,"Seattle, WA",15,Middle Tier,2010-12-31,63860.02,1319,0.247854604492764,WA
1461,1461,395078,"Seattle, WA",15,Middle Tier,2011-03-31,64186.49,1319,0.2465939483526829,WA
1462,1462,395078,"Seattle, WA",15,Middle Tier,2011-06-30,64368.81,1294,0.2412348465040755,WA
1463,1463,395078,"Seattle, WA",15,Middle Tier,2011-09-30,64459.23,1281,0.2384763206138205,WA
1464,1464,395078,"Seattle, WA",15,Middle Tier,2011-12-31,64117.98,1298,0.2429271789285938,WA
1465,1465,395078,"Seattle, WA",15,Middle Tier,2012-03-31,64568.26,1307,0.2429057248871194,WA
1466,1466,395078,"Seattle, WA",15,Middle Tier,2012-06-30,65083.45,1332,0.2455923894630662,WA
1467,1467,395078,"Seattle, WA",15,Middle Tier,2012-09-30,66027.78,1345,0.2444425664470318,WA
1468,1468,395078,"Seattle, WA",15,Middle Tier,2012-12-31,67310.07,1357,0.2419251681063472,WA
1469,1469,395078,"Seattle, WA",15,Middle Tier,2013-03-31,67766.8,1383,0.2448986819504535,WA
1470,1470,395078,"Seattle, WA",15,Middle Tier,2013-06-30,68134.85,1408,0.2479788243461312,WA
1471,1471,395078,"Seattle, WA",15,Middle Tier,2013-09-30,68088.03,1437,0.2532603748412166,WA
1472,1472,395078,"Seattle, WA",15,Middle Tier,2013-12-31,68581.86,1473,0.2577357919426507,WA
1473,1473,395078,"Seattle, WA",15,Middle Tier,2014-03-31,69548.22,1502,0.2591583220965252,WA
1474,1474,395078,"Seattle, WA",15,Middle Tier,2014-06-30,70619.75,1522,0.25862453492118,WA
1475,1475,395078,"Seattle, WA",15,Middle Tier,2014-09-30,72019.72,1552,0.2585958401393396,WA
1476,1476,395078,"Seattle, WA",15,Middle Tier,2014-12-31,73255.28,1581,0.2589847448538863,WA
1477,1477,395078,"Seattle, WA",15,Middle Tier,2015-03-31,74141.3,1606,0.2599360949969854,WA
1478,1478,395078,"Seattle, WA",15,Middle Tier,2015-06-30,75032.45,1624,0.2597276245144601,WA
1479,1479,395078,"Seattle, WA",15,Middle Tier,2015-09-30,75713.31,1660,0.2630977301084842,WA
1480,1480,395078,"Seattle, WA",15,Middle Tier,2015-12-31,76436.94,1683,0.264217798357705,WA
1481,1481,395078,"Seattle, WA",15,Middle Tier,2016-03-31,76896.9293352827,1723,0.268879397119349,WA
1482,1482,395078,"Seattle, WA",15,Middle Tier,2016-06-30,77356.9186705654,1765,0.2737958073304058,WA
1483,1483,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2010-12-31,63334.86,1172,0.2220578051329078,MN
1484,1484,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2011-03-31,63644.99,1180,0.2224841264017796,MN
1485,1485,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2011-06-30,63787.71,1200,0.2257488158769142,MN
1486,1486,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2011-09-30,63803.83,1225,0.2303936926670389,MN
1487,1487,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2011-12-31,63737.8,1224,0.2304441006749527,MN
1488,1488,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2012-03-31,64226.4,1222,0.228317327454131,MN
1489,1489,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2012-06-30,64763.91,1221,0.2262371126141087,MN
1490,1490,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2012-09-30,65672.16,1231,0.2249354977817084,MN
1491,1491,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2012-12-31,66801.63,1254,0.2252639643673365,MN
1492,1492,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2013-03-31,66967.86,1270,0.2275718531247676,MN
1493,1493,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2013-06-30,67117.93,1275,0.2279569706634278,MN
1494,1494,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2013-09-30,66875.72,1286,0.2307563940993831,MN
1495,1495,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2013-12-31,67340.79,1296,0.23094472161672,MN
1496,1496,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2014-03-31,67968.31,1301,0.2296952800503646,MN
1497,1497,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2014-06-30,68705.15,1300,0.227057214779387,MN
1498,1498,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2014-09-30,69547.66,1304,0.2249967863764215,MN
1499,1499,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2014-12-31,70194.95,1311,0.2241186866006742,MN
1500,1500,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2015-03-31,70638.05,1315,0.2233923501568913,MN
1501,1501,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2015-06-30,70887.47,1327,0.2246377251155952,MN
1502,1502,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2015-09-30,71075.04,1338,0.2259020888345613,MN
1503,1503,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2015-12-31,71432.55,1333,0.2239315270139453,MN
1504,1504,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2016-03-31,71952.2998834938,1355,0.2259830474679534,MN
1505,1505,394865,"Minneapolis-St Paul, MN",16,Middle Tier,2016-06-30,72472.0497669877,1367,0.226349331262772,MN
1506,1506,395056,"San Diego, CA",17,Middle Tier,2010-12-31,60706.08,1784,0.3526500146278593,CA
1507,1507,395056,"San Diego, CA",17,Middle Tier,2011-03-31,60836.9,1726,0.3404512721719877,CA
1508,1508,395056,"San Diego, CA",17,Middle Tier,2011-06-30,60910.18,1692,0.3333432933542471,CA
1509,1509,395056,"San Diego, CA",17,Middle Tier,2011-09-30,60808.81,1688,0.3331096267136291,CA
1510,1510,395056,"San Diego, CA",17,Middle Tier,2011-12-31,60269.65,1697,0.3378815042065118,CA
1511,1511,395056,"San Diego, CA",17,Middle Tier,2012-03-31,60261.94,1694,0.3373273412704602,CA
1512,1512,395056,"San Diego, CA",17,Middle Tier,2012-06-30,60267.76,1687,0.3359009858670705,CA
1513,1513,395056,"San Diego, CA",17,Middle Tier,2012-09-30,60908.18,1683,0.3315810782722452,CA
1514,1514,395056,"San Diego, CA",17,Middle Tier,2012-12-31,62481.89,1687,0.32399788162618,CA
1515,1515,395056,"San Diego, CA",17,Middle Tier,2013-03-31,62765.8,1709,0.3267384467337307,CA
1516,1516,395056,"San Diego, CA",17,Middle Tier,2013-06-30,63187.05,1728,0.328168509211935,CA
1517,1517,395056,"San Diego, CA",17,Middle Tier,2013-09-30,62662.1,1751,0.3353223080618109,CA
1518,1518,395056,"San Diego, CA",17,Middle Tier,2013-12-31,63280.52,1765,0.3347001573311977,CA
1519,1519,395056,"San Diego, CA",17,Middle Tier,2014-03-31,63915.37,1777,0.3336286717889609,CA
1520,1520,395056,"San Diego, CA",17,Middle Tier,2014-06-30,64693.34,1795,0.3329554479641954,CA
1521,1521,395056,"San Diego, CA",17,Middle Tier,2014-09-30,65437.48,1854,0.3399886425944275,CA
1522,1522,395056,"San Diego, CA",17,Middle Tier,2014-12-31,65997.9,1878,0.3414654102630539,CA
1523,1523,395056,"San Diego, CA",17,Middle Tier,2015-03-31,66532.5,1927,0.347559463420133,CA
1524,1524,395056,"San Diego, CA",17,Middle Tier,2015-06-30,67111.21,1982,0.3543968287861297,CA
1525,1525,395056,"San Diego, CA",17,Middle Tier,2015-09-30,67608.64,1997,0.3544517387126852,CA
1526,1526,395056,"San Diego, CA",17,Middle Tier,2015-12-31,68027.65,2011,0.3547381101654989,CA
1527,1527,395056,"San Diego, CA",17,Middle Tier,2016-03-31,68528.0819973351,2063,0.3612533618110412,CA
1528,1528,395056,"San Diego, CA",17,Middle Tier,2016-06-30,69028.5139946702,2103,0.3655880525249104,CA
1529,1529,395121,"St. Louis, MO",18,Middle Tier,2010-12-31,52038.83,916,0.2112268857697223,MO
1530,1530,395121,"St. Louis, MO",18,Middle Tier,2011-03-31,52097.07,919,0.2116817702031995,MO
1531,1531,395121,"St. Louis, MO",18,Middle Tier,2011-06-30,52022.86,935,0.2156744169774595,MO
1532,1532,395121,"St. Louis, MO",18,Middle Tier,2011-09-30,52136.71,920,0.2117509908085876,MO
1533,1533,395121,"St. Louis, MO",18,Middle Tier,2011-12-31,52135.97,911,0.2096824898433845,MO
1534,1534,395121,"St. Louis, MO",18,Middle Tier,2012-03-31,52488.64,923,0.2110170886500393,MO
1535,1535,395121,"St. Louis, MO",18,Middle Tier,2012-06-30,52789.57,920,0.2091322206261577,MO
1536,1536,395121,"St. Louis, MO",18,Middle Tier,2012-09-30,53255.61,916,0.2064007904519355,MO
1537,1537,395121,"St. Louis, MO",18,Middle Tier,2012-12-31,54154.54,917,0.20319626018428,MO
1538,1538,395121,"St. Louis, MO",18,Middle Tier,2013-03-31,54453.7,907,0.1998762251233616,MO
1539,1539,395121,"St. Louis, MO",18,Middle Tier,2013-06-30,54785.4,909,0.1991041408842501,MO
1540,1540,395121,"St. Louis, MO",18,Middle Tier,2013-09-30,54540.56,917,0.2017581044272373,MO
1541,1541,395121,"St. Louis, MO",18,Middle Tier,2013-12-31,54660.06,917,0.2013170128243547,MO
1542,1542,395121,"St. Louis, MO",18,Middle Tier,2014-03-31,54935.93,911,0.1989954479700262,MO
1543,1543,395121,"St. Louis, MO",18,Middle Tier,2014-06-30,55298.63,905,0.1963882287861381,MO
1544,1544,395121,"St. Louis, MO",18,Middle Tier,2014-09-30,55706.11,920,0.1981829282281602,MO
1545,1545,395121,"St. Louis, MO",18,Middle Tier,2014-12-31,56014.3,933,0.1998775312732641,MO
1546,1546,395121,"St. Louis, MO",18,Middle Tier,2015-03-31,56156.1,930,0.1987317495338885,MO
1547,1547,395121,"St. Louis, MO",18,Middle Tier,2015-06-30,56277.33,932,0.1987301103303941,MO
1548,1548,395121,"St. Louis, MO",18,Middle Tier,2015-09-30,56502.18,934,0.19836402772424,MO
1549,1549,395121,"St. Louis, MO",18,Middle Tier,2015-12-31,56997.75,929,0.1955866678947853,MO
1550,1550,395121,"St. Louis, MO",18,Middle Tier,2016-03-31,57391.7030882479,936,0.1957077311807458,MO
1551,1551,395121,"St. Louis, MO",18,Middle Tier,2016-06-30,57785.6561764959,935,0.194165831841219,MO
1552,1552,395148,"Tampa, FL",19,Middle Tier,2010-12-31,43875.2,972,0.2658449420173583,FL
1553,1553,395148,"Tampa, FL",19,Middle Tier,2011-03-31,43847.88,974,0.2665579270879231,FL
1554,1554,395148,"Tampa, FL",19,Middle Tier,2011-06-30,43752.14,963,0.264124223409415,FL
1555,1555,395148,"Tampa, FL",19,Middle Tier,2011-09-30,43902.73,957,0.2615782663173793,FL
1556,1556,395148,"Tampa, FL",19,Middle Tier,2011-12-31,44205.01,966,0.2622327197754281,FL
1557,1557,395148,"Tampa, FL",19,Middle Tier,2012-03-31,44311.87,970,0.262683565374244,FL
1558,1558,395148,"Tampa, FL",19,Middle Tier,2012-06-30,44416.0,974,0.2631484149855908,FL
1559,1559,395148,"Tampa, FL",19,Middle Tier,2012-09-30,44611.14,981,0.2638802774374293,FL
1560,1560,395148,"Tampa, FL",19,Middle Tier,2012-12-31,45479.72,989,0.260951474635288,FL
1561,1561,395148,"Tampa, FL",19,Middle Tier,2013-03-31,45650.38,990,0.2602387975740837,FL
1562,1562,395148,"Tampa, FL",19,Middle Tier,2013-06-30,45865.49,1001,0.2618962535884823,FL
1563,1563,395148,"Tampa, FL",19,Middle Tier,2013-09-30,45552.84,1027,0.2705429562679297,FL
1564,1564,395148,"Tampa, FL",19,Middle Tier,2013-12-31,45806.57,1050,0.2750697116156045,FL
1565,1565,395148,"Tampa, FL",19,Middle Tier,2014-03-31,46303.14,1050,0.2721197741665036,FL
1566,1566,395148,"Tampa, FL",19,Middle Tier,2014-06-30,46922.88,1061,0.2713388436515406,FL
1567,1567,395148,"Tampa, FL",19,Middle Tier,2014-09-30,47590.4,1082,0.2728281334050564,FL
1568,1568,395148,"Tampa, FL",19,Middle Tier,2014-12-31,48074.07,1096,0.2735778352030523,FL
1569,1569,395148,"Tampa, FL",19,Middle Tier,2015-03-31,48490.78,1107,0.2739489857659538,FL
1570,1570,395148,"Tampa, FL",19,Middle Tier,2015-06-30,48838.02,1131,0.2778982440320062,FL
1571,1571,395148,"Tampa, FL",19,Middle Tier,2015-09-30,49073.46,1140,0.2787657524046603,FL
1572,1572,395148,"Tampa, FL",19,Middle Tier,2015-12-31,49241.35,1141,0.2780589890407147,FL
1573,1573,395148,"Tampa, FL",19,Middle Tier,2016-03-31,49438.549693855,1180,0.2864161689144378,FL
1574,1574,395148,"Tampa, FL",19,Middle Tier,2016-06-30,49635.7493877099,1197,0.2893881965556988,FL
1575,1575,394358,"Baltimore, MD",20,Middle Tier,2010-12-31,65373.8,1453,0.2667123526550392,MD
1576,1576,394358,"Baltimore, MD",20,Middle Tier,2011-03-31,65508.03,1474,0.2700126992064942,MD
1577,1577,394358,"Baltimore, MD",20,Middle Tier,2011-06-30,65597.57,1489,0.2723881387679452,MD
1578,1578,394358,"Baltimore, MD",20,Middle Tier,2011-09-30,65812.22,1498,0.2731407632199613,MD
1579,1579,394358,"Baltimore, MD",20,Middle Tier,2011-12-31,66075.38,1515,0.2751403018794595,MD
1580,1580,394358,"Baltimore, MD",20,Middle Tier,2012-03-31,66373.38,1517,0.2742665809696598,MD
1581,1581,394358,"Baltimore, MD",20,Middle Tier,2012-06-30,66417.8,1514,0.2735411290346864,MD
1582,1582,394358,"Baltimore, MD",20,Middle Tier,2012-09-30,66946.77,1523,0.2729930062346548,MD
1583,1583,394358,"Baltimore, MD",20,Middle Tier,2012-12-31,68114.65,1530,0.2695455382946253,MD
1584,1584,394358,"Baltimore, MD",20,Middle Tier,2013-03-31,68660.42,1536,0.2684516057431633,MD
1585,1585,394358,"Baltimore, MD",20,Middle Tier,2013-06-30,69056.32,1546,0.2686502842896928,MD
1586,1586,394358,"Baltimore, MD",20,Middle Tier,2013-09-30,68915.21,1566,0.2726829099120499,MD
1587,1587,394358,"Baltimore, MD",20,Middle Tier,2013-12-31,69259.1,1584,0.2744476899064527,MD
1588,1588,394358,"Baltimore, MD",20,Middle Tier,2014-03-31,69778.51,1593,0.2739525392559973,MD
1589,1589,394358,"Baltimore, MD",20,Middle Tier,2014-06-30,70564.18,1595,0.271242434901107,MD
1590,1590,394358,"Baltimore, MD",20,Middle Tier,2014-09-30,71263.81,1598,0.2690846868838474,MD
1591,1591,394358,"Baltimore, MD",20,Middle Tier,2014-12-31,71693.65,1597,0.2673040080955566,MD
1592,1592,394358,"Baltimore, MD",20,Middle Tier,2015-03-31,72072.12,1592,0.2650678237298972,MD
1593,1593,394358,"Baltimore, MD",20,Middle Tier,2015-06-30,72330.19,1591,0.263956170998583,MD
1594,1594,394358,"Baltimore, MD",20,Middle Tier,2015-09-30,72621.7,1594,0.2633923469155913,MD
1595,1595,394358,"Baltimore, MD",20,Middle Tier,2015-12-31,73057.06,1592,0.261494234780321,MD
1596,1596,394358,"Baltimore, MD",20,Middle Tier,2016-03-31,73349.6358507016,1601,0.2619235907197246,MD
1597,1597,394358,"Baltimore, MD",20,Middle Tier,2016-06-30,73642.2117014031,1603,0.2612088848987339,MD
1598,1598,394530,"Denver, CO",21,Middle Tier,2010-12-31,59078.28,1075,0.2183543596733012,CO
1599,1599,394530,"Denver, CO",21,Middle Tier,2011-03-31,59443.08,1096,0.2212536766264466,CO
1600,1600,394530,"Denver, CO",21,Middle Tier,2011-06-30,59683.69,1107,0.2225733697095471,CO
1601,1601,394530,"Denver, CO",21,Middle Tier,2011-09-30,60006.97,1132,0.2263737029215106,CO
1602,1602,394530,"Denver, CO",21,Middle Tier,2011-12-31,60086.31,1152,0.2300690456777925,CO
1603,1603,394530,"Denver, CO",21,Middle Tier,2012-03-31,60382.52,1166,0.2317226906064868,CO
1604,1604,394530,"Denver, CO",21,Middle Tier,2012-06-30,60693.23,1178,0.2329090081381399,CO
1605,1605,394530,"Denver, CO",21,Middle Tier,2012-09-30,61182.61,1193,0.2339880564101466,CO
1606,1606,394530,"Denver, CO",21,Middle Tier,2012-12-31,62332.45,1207,0.2323669292639708,CO
1607,1607,394530,"Denver, CO",21,Middle Tier,2013-03-31,62963.85,1219,0.2323237857913707,CO
1608,1608,394530,"Denver, CO",21,Middle Tier,2013-06-30,63760.53,1244,0.2341260337704219,CO
1609,1609,394530,"Denver, CO",21,Middle Tier,2013-09-30,63821.34,1268,0.2384155519141403,CO
1610,1610,394530,"Denver, CO",21,Middle Tier,2013-12-31,64230.81,1295,0.2419399661937939,CO
1611,1611,394530,"Denver, CO",21,Middle Tier,2014-03-31,65019.02,1319,0.2434364590545966,CO
1612,1612,394530,"Denver, CO",21,Middle Tier,2014-06-30,65897.74,1332,0.2425576355122345,CO
1613,1613,394530,"Denver, CO",21,Middle Tier,2014-09-30,67155.3,1363,0.2435548646197693,CO
1614,1614,394530,"Denver, CO",21,Middle Tier,2014-12-31,68486.39,1420,0.2488085588976145,CO
1615,1615,394530,"Denver, CO",21,Middle Tier,2015-03-31,69312.92,1472,0.2548442628012209,CO
1616,1616,394530,"Denver, CO",21,Middle Tier,2015-06-30,70153.79,1502,0.2569212582812704,CO
1617,1617,394530,"Denver, CO",21,Middle Tier,2015-09-30,70600.2,1547,0.2629454307494879,CO
1618,1618,394530,"Denver, CO",21,Middle Tier,2015-12-31,71063.16,1560,0.2634276325454708,CO
1619,1619,394530,"Denver, CO",21,Middle Tier,2016-03-31,71585.9221282779,1582,0.2651918063719533,CO
1620,1620,394530,"Denver, CO",21,Middle Tier,2016-06-30,72108.6842565558,1600,0.2662647390942294,CO
1621,1621,394982,"Pittsburgh, PA",22,Middle Tier,2010-12-31,47871.38,1046,0.2622025937000354,PA
1622,1622,394982,"Pittsburgh, PA",22,Middle Tier,2011-03-31,48240.79,934,0.2323345036430788,PA
